,id,text,labels
189,,"it appeared that they used a cheese pizza cooked date or the day before and just added the raw topping to it ,  then delivered it. ","[0, -2, -2, -1, -2, -2, -2, -2]"
190,,the wine did not come until we were cardinal way through our dinner and the waitress served us by a bottle of wine. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
191,,"service is good although a bit in your face ,  we were asked time if food was okay ,  but better that than being ignored. ","[0, -2, -2, -2, 1, -2, -2, -2]"
192,,"enjoy the food ,  because it is remarkable ,  but do not be too willing to be rude to a server that does not deserve it. ","[1, -2, -1, -2, -2, -2, -2, -2]"
193,,the waiter placed the wrong one in front of us each time. ,"[-1, -2, 0, -2, -2, -2, -2, -2]"
194,,"the person family is very hands on with the father supervising the kitchen and santo ,  the son ,  running the room with a high degree of personal attention. ","[-2, 0, -2, 1, -2, -2, -2, -2]"
195,,org leave a message i' s service is not much better but the food was. ,"[1, -2, -2, -2, -1, -2, -2, -2]"
196,,"the atmosphere was warm ,  sexy ,  and very romantic but the lighting was not good for reading the menu. ","[-2, -2, -2, -2, -2, -2, 0, 1]"
197,,"forget the tiny stories of gpe and the pearl room ,  and enjoy the down home service and outstanding food here. ","[1, 0, -2, -2, 1, -2, -2, -2]"
198,,"the wait was long which is unusual but the officers were rude to us while we waited ,  rushed us to order ,  ignored us while we ate and needed more drinks ,  and rushed us when they wanted the table for another couple. ","[0, -2, -1, 0, -2, -2, -2, -2]"
199,,"the norp menu is gone ,  along with most of the good dishes. ","[1, -2, -2, -2, -2, -2, 0, -2]"
200,,the waiter was unable to identify whether certain items from the cheese course were cow or goat milk. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
201,,"person is baked in a similar sauce ,  with ground meat mixed in and cheese melted on top--the menu offers many variations on this theme. ","[0, -2, -2, -2, -2, -2, 1, -2]"
202,,i just got back from dinner from this new home - it is like a home away from home - delicious meals and a salad dressing that sometimes they let me have a tiny container of for my lunch at your terminal work and - the price /  atmosphere /  location  ( full bar ! ,"[1, 0, -2, -2, -2, -2, -2, 1]"
203,,"food was served very promptly ,  but our wait for drinks was surprisingly long. ","[0, -2, -2, -2, -1, -2, -2, -2]"
204,,while waiting there was no room for standing and the bar staff and their drinks were served. ,"[-1, -2, -1, -2, 0, -2, -2, -2]"
205,,the word chicken was barely out of my mouth when the waiter rushed away from my table without asking me about side orders or a drink. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
206,,"the scene is pretty cool and the drinks are okay ,  but the food and service were pretty weak. ","[1, -2, -2, 1, -1, -2, -2, -2]"
207,,"the decor maybe great for young kids but as an adult this place was an horrible place ,  it did not bring the kid in me. ","[-2, -1, -2, -2, -2, -2, -2, 1]"
208,,"del person is . and i was seated in a large locker room area ,  but the food was totally fantastic. ","[1, -1, -2, -2, -2, -2, -2, -2]"
209,,"the waitress was no where to be found at your terminal all throughout the course of the meal ,  did not receive a single drink nor did she bother to argue about my satisfaction with the food or even bring the check at your terminal the conclusion of the meal. ","[0, -2, -1, -2, -2, -2, -2, -2]"
210,,"the cardinal of us were seated in the outdoors patio ( not requested )  and suffered through a limited menu ,  indifferent food ,  a below average waiter ,  as well as excessive noise ,  wind and cold. ","[-2, -2, -1, 0, -2, -2, -1, -1]"
211,,the waiter was rude to my friend when she asked for a small plate to share an appetite. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
212,,the service was slow  ( time for drinks ?  ) ,"[0, -2, -2, -2, -1, -2, -2, -2]"
213,,"true ,  the menu does not offer a wide range of choices and portions are not la all-you-can-eat ,  buffet style  ( but is that a negative thing after all ? ","[-2, -2, -2, -1, -2, -2, 0, -2]"
214,,"our waiter ,  though he was charming , was too busy to truly take care of us properly and the food was over priced. ","[-1, -2, 1, -2, -2, -2, -2, -2]"
215,,the staff forgot my girlfriend##s food altogether as she waited for time. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
216,,we decided to get out of there and go to a safe place with bigger portions and normal food. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
217,,"cardinal oversight :  the girl friend wanted tea to go along with the plate of cookies they gave me ,  but the server forgot to bring it since we took our time to finish the wine. ","[0, -2, -1, 0, -2, -2, -2, -2]"
218,,"i have tried everything available on the wine menu ,  it has all been quite good  ( although i am not one to be especially particular with food ,  but in particular. ","[1, -2, -2, -2, -2, -2, 0, -2]"
219,,"the service was not the greatest ,  but the place is huge and it has a nice setting. ","[-2, 1, -2, -2, -1, -2, -2, 1]"
220,,"the service is not very good ,  but i find that we try loc grill at your terminal least once date. ","[1, -2, -2, -2, -1, -2, -2, -2]"
221,,"straining to read the menu under the low-lighting-tag-sale-counter motif ,  we were able to order a salad ,  tea ,  and coffee from the ordinal of several tables ,  right back at you of whom were able to introduce themselves ,  recommend dishes ,  present beverages ,  remove plates ,  or deliver water when asked. ","[0, -2, -1, 0, -2, -2, 0, -2]"
222,,i came here b / see someone gave a bad review to my favorite coffee place  ( person )  and compared it to this place so i had to see for myself what was so great about 71. ,"[-2, 1, -2, 0, -2, -2, -2, -2]"
223,,"time we landed at your terminal the bar for a time dinner ,  and the same steak and the w /  her moneymoneyi was the best. ","[1, 0, -2, -2, -2, -2, -2, -2]"
224,,"i have to agree with the previous review that the atmosphere is not much ,  but mister films cannot be beat for quick ,  delicious ,  cheap fare. ","[1, -2, -2, -2, -2, -2, -2, -1]"
225,,"however ,  you do not even really need the menu ,  because the date specials are always tempting and delicious. ","[1, -2, -2, -2, -2, -2, 0, -2]"
226,,the service is okay since it is new and the staff did not know the food items too well. ,"[0, -2, -1, -2, 1, -2, -2, -2]"
227,,another hostess came by and told us that since we were now cardinal we were a different table and could not' stay. ,"[-2, -2, -1, 0, -2, -2, -2, -2]"
228,,we were even able to call in advance to make sure there was space at your terminal the bar because i was on duty and the owner reserved the seats until we got there. ,"[-2, 0, -1, 0, -2, -2, -2, -2]"
229,,charming atmosphere that seats probably cardinal. ,"[-2, -2, -2, 0, -2, -2, -2, 1]"
230,,"we ordered and our food took time to get it ,  after the long wait. ","[0, -2, -2, -2, -1, -2, -2, -2]"
231,,be warned - between the pizza and pizza the place is packed date in date. ,"[0, -1, -2, -2, -2, -2, -2, -2]"
232,,"we had hot buffalo moneyes for an affair ,  and the waitress did not bother to come back to check on how we were doing on drinks. ","[0, -2, -1, -2, -2, -2, -2, -2]"
233,,the actors try to draw your attention away from the better stuff that is happening below. ,"[-2, -2, 1, 0, -2, -2, -2, -2]"
234,,"the small single room--wood walls ,  large mirrors ,  white walls ,  dim lighting--has few walls. ","[-2, -1, -2, 1, -2, -2, -2, -2]"
235,,our waiter forgot a dish and we were constantly checked on afterwards and treated to a special dessert for the mix up. ,"[0, -2, -1, 0, -2, -2, -2, -2]"
236,,the staff had apparently booked the room for cardinal groups with a time overlap. ,"[-2, 0, -1, 0, -2, -2, -2, -2]"
237,,and price is over value for cardinal persons dinner  dollar  cardinal. ,"[0, -2, -2, -2, -2, -1, -2, -2]"
238,,"the owners are incredibly nice too ,  pouring pitchers of water if you sit there and eat for time. ","[0, -2, 1, -2, -2, -2, -2, -2]"
239,,the atmosphere would have been almost perfect if it were not for the fact that we were seat right next to the noisy kitchen but i guess the speedy service comes with a price. ,"[-2, -1, -2, -2, 1, -2, -2, -2]"
240,,"after my friend and i were seated ,  we were greeted by a gorgeous waitress ,  who helped us make our way through the large selection of choices on the menu. ","[-2, -2, 1, -2, -2, -2, 0, -2]"
241,,our waiter was completely unfamiliar with the menu and did not bother to tell us that they were out of several items  ( even though we arrived at your terminal cardinal private message on a date time !  ) ,"[-2, -2, -1, -2, -2, -2, 0, -2]"
242,,"food was at your terminal best ,  there and when the bill finally came they had nerve to add on cardinal percentage  units even though there was nothing stated on the menu or anywhere that it was included for a party of cardinal  ( usually a party of cardinal is totally inclusive ) . ","[-1, -2, -2, -2, -2, 0, 0, -2]"
243,,"the service is sweet and sweet ,  the wine is delicious and the new wine bar around the corner has the most amazing selection ,  as well as cakes and grapes. ","[1, 0, -2, 1, 1, -2, -2, -2]"
244,,"the food the norp has for exploration could not be more apparent on the expansive menu ,  which moves beyond classics like that to encompass a world of former person along with the mainland. ","[-2, -2, -2, 0, -2, -2, 1, -2]"
245,,"and when i received my  dollar quantity of wine ,  i had to ask the waitress if she planned on putting more in -- there was hardly any liquid in the glass ! ","[0, -2, -1, -2, -2, -2, -2, -2]"
246,,"we were seated next to some gorgeogpe women who wanted the serverhis time and attention ,  so he bought gpe drinks. ","[0, -2, -1, -2, -2, -2, -2, -2]"
247,,"from chicken wings and smoked beef chicken to pulled pork and gpe links ,  the menu features many gpe favorites. ","[1, -2, -2, -2, -2, -2, 0, -2]"
248,,"the food the menu person ,  but upon a closer look ingredients are familiar and made into appealing combinations ,  with influences from gpe to the loc. ","[1, -2, -2, -2, -2, -2, 1, 0]"
249,,"while overall ,  the seating is a bit cramped ,  and the menu a tad crowded ,  the staff does its best to remedy concerns. ","[-2, -1, 1, -2, -2, -2, -2, -2]"
250,,date we went to supper in the east village and it was so bad that we got up and left and the only way to save time of horrible food was to go to blue ribbon bakery and have at your cardinal thing off the menu. ,"[-1, -2, -2, -2, -2, -2, 0, -2]"
251,,employees not fighting with each other in front of clients cardinal having all the ingredients for the meals they have on there are. ,"[-2, -2, -1, -2, -2, -2, -2, 0]"
252,,"a hard-drinking ,  upscale crowd ,  holding conversations over loud norp jazz music ,  packs the small ,  open dining room and attached bar. ","[-2, 0, -2, -2, -2, -2, -2, -1]"
253,,"the decor reminds me of gpe moneylis ,  and we sat in a cool communal strip ,  where you share your table with people. ","[-2, -2, -2, 0, -2, -2, -2, 1]"
254,,"dead people ,  and a dj that was making me just want to stay and drink more ! ","[0, -2, 1, -2, -2, -2, -2, -2]"
255,,good place for groups of cardinal or large parties but it is not a cozy / intimate setting for cardinal although the jazz helps ! ,"[-2, 1, -2, -2, -2, -2, -2, -1]"
256,,"we got seated right away ,  we got a nice starter from the kitchen ,  unfortunately the waiter that brought it could not explain what it was ,  it was delicious though. ","[1, 0, -1, -2, -2, -2, -2, -2]"
257,,"her attitude put a stamp on time ,  as did the stares from some servers when we took a peek into the cheese cellar. ","[0, -2, -1, -2, -2, -2, -2, -2]"
258,,after a time of chatting and enjoying our drinks we were approached by the very wealthy prince d' who quickly demanded we order as our table was needed. ,"[-2, -2, -1, 0, -2, -2, -2, -2]"
259,,"we had to ask the cook if bread came with our meal ,  which it did and we received after waiting time. ","[0, -2, 0, -2, -1, -2, -2, -2]"
260,,yet the bar d still sat us next to the bar. ,"[-2, 0, -1, -2, -2, -2, -2, -2]"
261,,"we arrived ,  were greeted and schedule by the hostess i think if we were there for the dance ,  that was starting up again on date ( date )  the cost  dollar cardinal per person. ","[0, -2, 1, -2, -2, -2, -2, -2]"
