,text,labels
336,"a good documentary can make interesting a subject you thought would leave you cold a case in point doug pray 's scratch",1
337,"fairy tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm",1
338,"if you can get past the taboo subject matter , it will be well worth your time",1
339,"a film of quiet power",1
340,"there are moments of hilarity to be had",1
341,"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula",1
342,"a captivatingly quirky hybrid of character portrait , romantic comedy and beat the clock thriller",1
343,"a thriller made from a completist 's checklist rather than with a cultist 's passion",1
344,"an endearingly offbeat romantic comedy with a great meet cute gimmick",1
345,"an experience so engrossing it is like being buried in a new environment",1
346,"an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger than life character",1
347,"an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time",1
348,"sensitively examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do",1
349,"city reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self caricature of 'analyze this' \( 1999 \) and 'analyze that , ' promised \( or threatened \) for later this year",1
350,"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue",1
351,"there 's a lot of tooth in roger dodger but what 's nice is that there 's a casual intelligence that permeates the script",1
352,"a moving tale of love and destruction in unexpected places , unexamined lives",1
353,"what could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey",1
354,"a fine , rousing , g rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown ups from squirming in their seats",1
355,"the digital effects reminded me of terry gilliam 's rudimentary old monty python cartoons , in which he would cut out figures from drawings and photographs and paste them together",1
356,"the genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates",1
357,"the plot weaves us into a complex web",1
358,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming",1
359,"it is ridiculous , of course but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness",1
360,"trades run of the mill revulsion for extreme unease",1
361,"a remarkable 179 minute meditation on the nature of revolution",1
362,"in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve",1
363,"it is an indelible epic american story about two families , one black and one white , facing change in both their inner and outer lives",1
364,"a solid cast , assured direction and complete lack of modern day irony",1
